,1. open,2. high,3. low,4. close,5. volume
2024-12-02 19:22:00,430.7100,430.8600,430.5600,430.7100,26
2024-12-02 19:21:00,430.7100,430.7400,430.5600,430.7100,19
2024-12-02 19:20:00,430.7100,430.8600,430.5600,430.7100,18
2024-12-02 19:19:00,430.7100,430.8600,430.6027,430.7100,43
2024-12-02 19:18:00,430.7000,430.7100,430.5600,430.5700,39
2024-12-02 19:17:00,430.6900,430.8600,430.5600,430.7100,68
2024-12-02 19:16:00,430.7100,430.8600,430.7100,430.7100,106
2024-12-02 19:15:00,430.7100,430.7100,430.5600,430.6350,25
2024-12-02 19:14:00,430.6300,430.7100,430.6000,430.7100,13
2024-12-02 19:13:00,430.7100,430.7700,430.5600,430.6300,141
2024-12-02 19:12:00,430.7100,430.7600,430.5600,430.7500,54
2024-12-02 19:11:00,430.6300,430.8600,430.5600,430.7100,43
2024-12-02 19:10:00,430.7000,430.7800,430.6100,430.7000,121
2024-12-02 19:09:00,430.8850,430.8850,430.7100,430.7500,351
2024-12-02 19:08:00,430.8600,430.9100,430.8600,430.8600,59
2024-12-02 19:07:00,430.9100,430.9100,430.8600,430.8600,15
2024-12-02 19:06:00,430.8300,430.8800,430.8100,430.8100,8
2024-12-02 19:05:00,430.8700,430.8800,430.8100,430.8800,30
2024-12-02 19:04:00,430.9500,430.9600,430.8300,430.8300,504
2024-12-02 19:03:00,430.8100,430.9589,430.8100,430.8100,1473
2024-12-02 19:02:00,430.9200,430.9500,430.8700,430.8850,156
2024-12-02 19:01:00,430.8100,430.9600,430.8100,430.9600,95
2024-12-02 19:00:00,430.8100,430.9562,430.8100,430.8850,11
2024-12-02 18:59:00,430.8100,430.8850,430.8100,430.8850,38
2024-12-02 18:58:00,430.8500,430.9532,430.8100,430.8850,82
2024-12-02 18:57:00,430.8850,430.9100,430.8137,430.8850,10
2024-12-02 18:56:00,430.8100,430.8600,430.8100,430.8600,3
2024-12-02 18:55:00,430.8550,430.9500,430.7600,430.8000,51
2024-12-02 18:54:00,430.9500,430.9500,430.7900,430.9000,21
2024-12-02 18:53:00,430.8550,430.8550,430.7600,430.8550,14
2024-12-02 18:52:00,430.7900,430.9500,430.7900,430.8550,164
2024-12-02 18:51:00,430.7550,430.8350,430.7550,430.8350,14
2024-12-02 18:50:00,430.9000,430.9499,430.6672,430.9200,2066
2024-12-02 18:49:00,430.6600,430.9300,430.6600,430.8050,60
2024-12-02 18:48:00,430.8050,430.8050,430.7300,430.8050,37
2024-12-02 18:47:00,430.6600,430.8050,430.6600,430.7300,31
2024-12-02 18:46:00,430.5600,430.9300,430.5600,430.7550,37
2024-12-02 18:45:00,430.9000,430.9400,430.5500,430.7500,19
2024-12-02 18:44:00,430.8800,430.8800,430.5544,430.7500,159
2024-12-02 18:43:00,430.9000,430.9800,430.5500,430.7500,1241
2024-12-02 18:42:00,430.5700,430.9300,430.5700,430.9300,928
2024-12-02 18:41:00,430.7150,430.7150,430.5500,430.7150,203
2024-12-02 18:40:00,430.7150,430.8800,430.5500,430.7150,101
2024-12-02 18:39:00,430.7150,430.8800,430.5500,430.7150,10
2024-12-02 18:38:00,430.7150,430.7150,430.5600,430.7150,29
2024-12-02 18:37:00,430.5600,430.8800,430.5500,430.7150,48
2024-12-02 18:36:00,430.7150,430.7150,430.7150,430.7150,2
2024-12-02 18:35:00,430.5500,430.7150,430.5500,430.7150,13
2024-12-02 18:34:00,430.7150,430.7150,430.5500,430.7150,169
2024-12-02 18:33:00,430.7000,430.8800,430.6400,430.7150,93
2024-12-02 18:32:00,430.7200,430.7600,430.5600,430.7200,87
2024-12-02 18:31:00,430.7650,430.8800,430.6500,430.7600,97
2024-12-02 18:30:00,430.8800,430.8800,430.6600,430.6600,38
2024-12-02 18:29:00,430.7650,430.7650,430.6510,430.7650,103
2024-12-02 18:28:00,430.7650,430.7650,430.6500,430.7650,33
2024-12-02 18:27:00,430.7650,430.8800,430.6500,430.7650,51
2024-12-02 18:26:00,430.6500,430.8800,430.6500,430.7700,16
2024-12-02 18:25:00,430.6600,430.8800,430.6600,430.7650,18
2024-12-02 18:24:00,430.6950,430.7700,430.6500,430.7650,855
2024-12-02 18:23:00,430.6600,430.7400,430.6500,430.6600,707
2024-12-02 18:22:00,430.6522,430.7388,430.6500,430.6950,12
2024-12-02 18:21:00,430.6500,430.7400,430.6500,430.7400,26
2024-12-02 18:20:00,430.6450,430.7400,430.6000,430.6600,28
